customer_id,purchase_date,amount
CUST0054,2025-03-25,32.42
CUST0054,2024-07-20,164.09
CUST0055,2024-08-09,96.3
CUST0055,2023-12-08,46.03
CUST0055,2024-03-26,62.09
CUST0055,2024-10-21,137.62
CUST0056,2024-06-29,225.58
CUST0056,2021-06-20,71.68
CUST0057,2024-11-09,31.37
CUST0057,2024-11-03,47.37
CUST0057,2024-12-24,2.03
CUST0057,2024-09-26,38.87
CUST0058,2024-01-24,113.66
CUST0058,2024-08-19,155.67
CUST0058,2024-12-02,69.0
CUST0058,2022-10-26,9.09
CUST0059,2025-04-24,45.11
CUST0059,2024-06-16,103.82
CUST0059,2024-09-03,84.58
CUST0059,2023-07-12,44.02
CUST0059,2024-02-21,430.62
CUST0060,2022-01-29,28.23
CUST0060,2021-11-23,17.52
CUST0060,2021-11-01,20.65
CUST0061,2022-03-27,74.34
CUST0061,2023-03-20,52.83
CUST0061,2022-08-15,403.86
CUST0062,2024-12-20,110.46
CUST0062,2024-12-23,265.04
CUST0062,2024-12-06,81.37
CUST0062,2024-12-26,84.77
CUST0062,2025-03-19,32.85
CUST0062,2024-10-27,146.75
CUST0063,2025-04-03,12.2
CUST0063,2023-11-27,94.32
CUST0063,2025-04-24,34.06
CUST0063,2023-11-20,87.05
CUST0064,2024-11-07,41.04
CUST0064,2022-02-25,14.43
CUST0064,2023-11-27,6.55
CUST0065,2022-04-01,42.9
CUST0065,2022-08-27,265.26
CUST0065,2025-04-21,177.56
CUST0065,2024-01-18,335.32
CUST0065,2023-11-19,13.27
CUST0065,2021-05-10,131.26
CUST0065,2025-04-01,278.61
CUST0065,2022-04-29,20.0
CUST0066,2025-03-06,158.61
CUST0066,2022-09-17,22.52
CUST0066,2024-11-27,17.87
CUST0066,2025-01-23,17.94
CUST0067,2024-11-17,62.12
CUST0067,2023-12-22,35.86
CUST0067,2024-09-15,137.68
CUST0067,2024-05-07,69.86
CUST0067,2023-11-15,26.42
CUST0067,2024-03-02,229.83
CUST0067,2024-01-30,48.43
CUST0067,2022-07-14,78.43
CUST0068,2023-12-06,158.0
CUST0068,2023-01-24,96.78
CUST0068,2024-10-08,76.24
CUST0068,2023-04-21,224.33
CUST0068,2023-10-05,155.4
CUST0068,2024-09-29,16.45
CUST0069,2025-01-17,84.37
CUST0069,2025-04-29,143.74
CUST0069,2025-02-16,209.37
CUST0070,2024-12-17,50.63
CUST0070,2024-09-30,159.6
CUST0070,2024-10-09,16.24
CUST0070,2024-10-30,26.04
CUST0071,2024-10-14,239.09
CUST0071,2023-04-23,87.56
CUST0071,2023-05-25,51.22
CUST0071,2023-09-08,61.99
CUST0071,2022-06-05,294.28
CUST0071,2023-05-31,16.65
CUST0071,2023-11-24,88.24
CUST0072,2022-04-11,205.67
CUST0072,2023-11-10,269.0
CUST0073,2024-10-12,133.35
CUST0073,2023-10-28,272.37
CUST0073,2023-07-15,259.79
CUST0073,2024-12-29,59.94
CUST0073,2022-10-17,12.02
CUST0073,2023-04-22,418.92
CUST0073,2023-11-11,182.57
CUST0074,2025-04-13,40.83
CUST0074,2025-01-31,162.38
CUST0074,2024-12-09,0.46
CUST0074,2025-03-02,40.57
CUST0074,2025-02-02,50.78
CUST0074,2024-12-08,77.09
CUST0075,2023-10-13,15.18
CUST0075,2023-09-28,19.41
CUST0075,2023-11-21,68.99
CUST0075,2024-08-03,54.29
CUST0075,2025-02-10,246.33
CUST0075,2024-11-11,45.0
CUST0076,2022-10-16,108.93
CUST0076,2023-12-30,19.61
CUST0077,2024-11-16,576.81
CUST0077,2024-05-01,69.75
CUST0077,2023-05-24,90.48
CUST0078,2024-09-13,21.16
CUST0078,2025-02-09,3.72
CUST0078,2023-11-17,63.88
CUST0078,2025-01-24,83.2
CUST0079,2024-01-08,51.21
CUST0079,2024-03-22,82.02
CUST0079,2024-06-16,16.87
CUST0079,2024-02-22,20.08
CUST0080,2024-06-25,16.98
CUST0080,2022-07-24,125.87
CUST0080,2021-12-10,107.56
CUST0080,2023-04-18,2.75
CUST0080,2022-01-08,25.1
CUST0080,2024-04-14,26.28
CUST0081,2024-10-21,160.9
CUST0081,2025-03-02,19.67
CUST0082,2023-08-31,128.11
CUST0082,2022-09-06,193.58
CUST0082,2022-06-18,177.33
CUST0083,2023-06-05,8.94
CUST0083,2022-08-02,23.31
CUST0083,2023-05-26,2.69
CUST0083,2023-07-20,20.02
CUST0083,2022-03-02,87.48
CUST0084,2024-12-19,31.21
CUST0084,2024-05-14,97.86
CUST0084,2024-04-16,52.66
CUST0084,2024-10-24,80.31
CUST0084,2023-02-04,57.29
CUST0084,2024-12-31,34.88
CUST0085,2023-07-20,31.29
CUST0085,2022-04-19,78.01
CUST0085,2024-06-04,100.37
CUST0085,2024-09-21,29.83
CUST0085,2025-03-25,15.01
CUST0085,2023-06-05,180.14
CUST0085,2024-11-20,416.06
CUST0085,2023-10-10,74.59
CUST0086,2024-05-07,245.69
CUST0086,2022-06-27,12.53
CUST0087,2024-11-30,14.72
CUST0087,2024-02-17,230.28
CUST0087,2025-03-30,207.06
CUST0087,2025-01-14,90.98
CUST0087,2025-04-30,91.76
CUST0087,2023-12-31,109.37
CUST0088,2024-07-06,18.19
CUST0088,2024-09-11,133.95
CUST0088,2023-05-26,8.64
CUST0088,2023-02-19,92.42
CUST0088,2023-03-24,28.15
CUST0089,2025-01-19,64.64
CUST0089,2022-09-30,108.97
CUST0089,2020-07-05,276.19
CUST0089,2020-11-08,131.89
CUST0089,2022-10-04,24.2
CUST0090,2024-01-06,5.28
CUST0090,2021-07-17,68.59
CUST0091,2025-02-21,130.26
CUST0091,2023-09-26,68.42
CUST0091,2024-06-03,116.6
CUST0091,2024-04-10,57.06
CUST0092,2022-07-23,9.61
CUST0092,2024-12-20,249.27
CUST0092,2024-02-18,14.71
CUST0092,2023-03-26,300.05
CUST0092,2022-03-25,59.06
CUST0092,2022-05-03,20.47
CUST0093,2024-07-21,439.56
CUST0093,2024-09-20,288.35
CUST0093,2022-09-29,4.02
CUST0093,2022-04-27,122.27
CUST0093,2024-04-12,259.36
CUST0093,2024-12-04,19.92
CUST0093,2025-02-10,83.92
CUST0093,2025-04-06,247.09
CUST0093,2023-10-28,3.45
CUST0094,2024-01-12,90.7
CUST0094,2024-01-12,26.14
CUST0094,2024-05-29,12.85
CUST0094,2024-02-22,8.01
CUST0094,2025-02-01,119.17
CUST0094,2024-02-01,41.53
CUST0094,2024-07-24,129.01
CUST0094,2024-09-06,6.76
CUST0094,2025-01-15,37.88
CUST0094,2024-10-28,77.54
CUST0095,2024-02-27,204.1
CUST0095,2024-03-20,2.15
CUST0095,2025-04-21,207.71
CUST0095,2024-07-15,75.28
CUST0095,2024-07-26,279.8
CUST0095,2025-03-22,160.34
CUST0096,2024-12-22,133.78
CUST0096,2024-05-30,27.28
CUST0096,2024-01-01,11.71
CUST0096,2024-06-12,43.79
CUST0096,2023-12-20,33.86
CUST0096,2024-04-07,35.14
CUST0096,2024-07-26,26.61
CUST0096,2023-12-17,4.3
CUST0096,2023-10-16,1.8
CUST0096,2024-11-23,440.0
CUST0097,2023-05-02,54.06
CUST0097,2025-01-19,211.29
CUST0097,2023-12-04,289.56
CUST0097,2025-02-08,63.0
CUST0097,2024-01-21,95.04
CUST0097,2023-05-28,18.28
CUST0098,2024-05-04,24.91
CUST0098,2025-03-26,20.63
CUST0098,2024-09-23,151.22
CUST0098,2024-08-06,43.1
CUST0098,2024-08-02,5.96
CUST0098,2024-05-20,347.71
CUST0098,2024-12-11,215.23
CUST0099,2024-01-03,169.19
CUST0099,2025-04-23,25.42
CUST0099,2025-01-04,25.34
CUST0099,2023-08-25,77.0
CUST0099,2025-04-28,89.88
CUST0099,2023-07-27,86.77
CUST0100,2023-09-10,219.6
CUST0100,2023-05-15,311.57
CUST0100,2024-12-26,198.14
CUST0101,2024-07-21,30.08
CUST0101,2024-08-12,128.53
CUST0101,2025-04-10,68.49
CUST0101,2024-06-07,8.45
CUST0101,2024-12-15,24.87
CUST0102,2024-03-26,174.11
CUST0102,2021-12-20,42.74
CUST0102,2025-01-15,113.33
CUST0102,2024-08-21,83.41
CUST0102,2025-02-06,31.06
CUST0103,2024-04-05,205.45
CUST0103,2022-07-25,2.97
CUST0103,2023-02-19,174.76
CUST0103,2023-03-28,13.8
CUST0103,2022-10-27,40.81
CUST0103,2024-04-04,136.07
CUST0103,2024-06-11,17.53
CUST0103,2022-09-29,170.36
CUST0103,2023-05-03,178.46
CUST0103,2024-08-28,70.82
CUST0103,2023-09-27,0.64
CUST0103,2023-09-23,33.83
CUST0104,2023-02-14,143.14
CUST0104,2024-12-27,77.93
CUST0104,2025-02-07,329.66
CUST0104,2024-07-09,41.84
CUST0104,2025-03-18,100.14
CUST0104,2024-08-31,268.87
CUST0104,2023-06-10,10.82
CUST0105,2024-06-10,87.27
CUST0105,2024-09-26,42.45
CUST0105,2024-05-11,97.0
CUST0105,2024-03-02,4.68
CUST0105,2025-03-24,205.21
CUST0106,2024-10-29,2.24
CUST0106,2023-10-26,39.1
CUST0106,2023-11-27,67.07
CUST0106,2022-11-24,147.14
CUST0106,2023-09-16,114.98
CUST0107,2024-08-27,158.38
CUST0107,2025-04-18,118.31
CUST0107,2024-12-19,24.94
CUST0107,2023-06-07,8.6
CUST0107,2024-06-07,114.1
CUST0108,2024-02-11,101.76
CUST0108,2024-05-23,50.68
CUST0108,2022-11-21,32.05
CUST0108,2023-09-27,413.38
CUST0108,2025-04-22,52.65
CUST0108,2023-08-18,224.53
CUST0109,2024-01-18,105.46
CUST0109,2024-02-08,45.97
CUST0110,2024-06-01,3.31
CUST0110,2024-11-05,253.64
CUST0110,2025-02-07,95.88
CUST0110,2024-08-13,159.23
CUST0110,2025-03-03,65.69
CUST0110,2025-04-10,12.48
CUST0110,2024-09-28,13.37
CUST0110,2024-05-31,115.7
CUST0110,2025-03-25,56.27
CUST0110,2025-04-29,22.38
CUST0111,2022-03-25,159.73
CUST0111,2025-04-16,37.16
CUST0111,2024-05-27,60.74
CUST0112,2023-07-13,49.84
CUST0113,2023-09-02,65.49
CUST0113,2024-03-23,11.09
CUST0113,2024-05-22,27.71
CUST0113,2024-09-28,431.72
CUST0113,2025-04-03,15.37
CUST0113,2024-03-22,69.09
CUST0114,2021-11-01,39.52
CUST0114,2024-09-09,72.92
CUST0114,2022-08-07,9.2
CUST0115,2023-09-05,50.57
CUST0115,2023-12-03,14.24
CUST0116,2024-01-05,101.18
CUST0116,2021-11-06,122.58
CUST0116,2022-03-22,3.21
CUST0116,2025-04-28,275.22
CUST0116,2024-10-20,5.34
CUST0117,2022-09-10,225.21
CUST0117,2024-03-04,79.32
CUST0117,2023-12-17,169.99
CUST0117,2023-12-15,60.21
CUST0117,2022-02-22,103.16
CUST0117,2022-07-18,74.74
CUST0117,2025-01-22,131.52
CUST0118,2024-10-08,28.38
CUST0119,2024-08-06,155.92
CUST0119,2023-06-09,107.5
CUST0119,2021-04-14,68.95
CUST0119,2022-05-21,81.05
CUST0119,2024-09-03,127.01
CUST0120,2022-01-22,3.11
CUST0120,2024-06-05,29.8
CUST0120,2022-12-28,62.11
CUST0120,2021-08-03,202.7
CUST0120,2021-08-13,129.89
CUST0120,2021-08-10,135.75
CUST0121,2025-02-24,201.76
CUST0121,2025-03-02,86.44
CUST0121,2025-02-12,57.73
CUST0121,2025-03-13,129.19
CUST0122,2022-09-11,97.54
CUST0122,2024-03-03,99.85
CUST0122,2022-09-30,132.09
CUST0122,2024-06-24,14.11
CUST0122,2024-03-03,125.82
CUST0122,2024-06-30,239.73
CUST0122,2024-07-14,19.81
CUST0123,2022-05-25,204.6
CUST0123,2022-12-25,58.93
CUST0123,2022-10-12,72.32
CUST0123,2024-04-07,44.51
CUST0123,2023-01-01,89.88
CUST0124,2022-07-20,148.49
CUST0124,2025-01-07,14.03
CUST0124,2021-12-25,350.06
CUST0124,2022-05-22,60.48
CUST0124,2024-06-09,26.93
CUST0125,2021-01-18,41.1
CUST0125,2022-07-30,176.54
CUST0126,2024-11-24,3.74
CUST0126,2025-03-30,133.33
CUST0126,2023-12-03,109.01
CUST0126,2024-03-05,64.37
CUST0126,2024-03-13,185.9
CUST0127,2023-08-16,5.88
CUST0127,2024-07-02,75.75
CUST0127,2024-02-28,275.84
CUST0127,2021-09-29,4.01
CUST0127,2020-08-19,13.02
CUST0128,2021-04-05,16.06
CUST0128,2021-03-29,431.48
CUST0128,2024-07-29,335.58
CUST0128,2022-10-21,0.5
CUST0129,2023-10-01,3.04
CUST0129,2024-04-14,36.81
CUST0129,2021-07-11,121.97
CUST0129,2021-06-02,22.55
CUST0129,2021-05-29,111.91
CUST0129,2024-06-29,350.36
CUST0129,2023-05-25,9.86
CUST0130,2021-08-05,203.18
CUST0130,2022-10-10,84.54
CUST0130,2022-05-04,3.09
CUST0130,2023-12-10,267.29
CUST0130,2020-09-07,116.97
CUST0130,2025-02-19,112.86
CUST0130,2020-12-04,24.29
CUST0130,2022-07-21,107.55
CUST0130,2024-08-07,50.07
CUST0131,2022-08-10,377.99
CUST0131,2021-11-01,52.24
CUST0131,2022-02-08,204.6
CUST0131,2022-03-03,152.5
CUST0132,2023-12-14,12.81
CUST0132,2023-06-11,78.63
CUST0132,2021-04-14,0.58
CUST0132,2023-06-06,39.24
CUST0132,2024-04-03,45.64
CUST0132,2025-02-06,50.45
CUST0132,2024-12-18,118.9
CUST0132,2024-02-21,49.19
CUST0132,2024-02-07,59.55
CUST0132,2024-06-17,27.12
CUST0133,2024-12-24,92.49
CUST0133,2023-11-28,110.33
CUST0134,2025-04-30,41.74
CUST0134,2024-09-07,47.84
CUST0134,2024-10-20,50.89
CUST0134,2024-10-19,86.79
CUST0134,2024-11-07,76.27
CUST0134,2024-12-14,93.63
CUST0135,2023-06-28,0.76
CUST0135,2020-03-03,104.26
CUST0135,2023-04-22,228.31
CUST0135,2023-09-11,27.9
CUST0135,2024-11-19,261.78
CUST0136,2022-04-14,66.53
CUST0136,2021-05-04,29.68
CUST0136,2023-03-15,33.53
CUST0137,2023-01-23,53.37
CUST0137,2025-04-23,13.0
CUST0137,2024-03-23,19.99
CUST0137,2023-03-10,114.29
CUST0137,2022-03-31,20.02
CUST0137,2024-12-11,74.48
CUST0138,2025-01-21,163.99
CUST0138,2022-12-11,79.9
CUST0138,2025-01-23,4.44
CUST0138,2023-11-19,100.28
CUST0138,2024-02-03,302.42
CUST0139,2024-01-10,183.17
CUST0139,2024-09-12,230.28
CUST0139,2023-11-17,43.61
CUST0139,2024-07-06,27.03
CUST0139,2024-10-15,151.65
CUST0139,2025-04-02,32.13
CUST0140,2024-09-13,88.34
CUST0140,2024-02-23,18.39
CUST0140,2024-08-31,133.51
CUST0140,2025-04-16,198.63
CUST0140,2024-09-03,24.43
CUST0141,2025-03-18,102.71
CUST0142,2023-01-18,118.79
CUST0142,2021-05-26,51.8
CUST0142,2022-03-01,55.9
CUST0142,2023-01-10,126.44
CUST0142,2023-12-30,117.91
CUST0142,2021-05-13,473.94
CUST0142,2021-04-24,13.74
CUST0143,2024-04-01,8.96
CUST0143,2024-06-12,224.61
CUST0143,2022-05-05,21.3
CUST0143,2023-04-29,39.06
CUST0144,2025-04-29,73.2
CUST0144,2024-09-22,7.0
CUST0145,2021-12-19,110.71
CUST0145,2025-03-19,513.95
CUST0145,2024-05-27,108.42
CUST0145,2023-08-06,81.6
CUST0145,2022-06-23,131.17
CUST0145,2024-07-07,62.59
CUST0145,2024-05-30,6.2
CUST0146,2024-05-07,59.85
CUST0146,2024-05-13,141.13
CUST0146,2025-01-15,42.71
CUST0146,2025-04-24,109.34
CUST0146,2025-01-02,158.69
CUST0146,2024-07-02,261.97
CUST0147,2024-08-14,73.6
CUST0147,2022-11-08,97.71
CUST0147,2023-10-11,9.33
CUST0147,2020-10-17,140.76
CUST0147,2024-02-21,13.66
CUST0147,2020-10-03,174.91
CUST0148,2024-10-04,30.53
CUST0148,2024-01-05,44.65
CUST0148,2023-12-21,9.17
CUST0149,2024-09-20,484.83
CUST0149,2023-04-19,190.67
CUST0149,2021-07-01,23.38
CUST0149,2020-10-07,266.78
CUST0149,2021-04-06,12.37
CUST0149,2023-04-01,170.07
CUST0149,2025-04-08,47.9
CUST0149,2020-09-05,210.35
CUST0150,2023-12-17,19.06
CUST0150,2024-12-04,118.73
CUST0150,2020-12-02,42.48
CUST0150,2021-01-21,371.36
CUST0150,2021-02-19,102.44
CUST0151,2022-08-21,69.83
CUST0151,2024-01-08,50.86
CUST0151,2023-02-26,15.83
CUST0151,2024-12-29,45.81
CUST0151,2023-06-22,7.06
CUST0151,2023-05-19,2.62
CUST0151,2024-06-07,14.52
CUST0152,2024-09-12,102.39
CUST0152,2024-02-14,24.34
CUST0152,2024-10-01,96.65
CUST0152,2022-10-09,105.04
CUST0152,2023-11-15,16.49
CUST0152,2025-03-27,6.33
CUST0152,2024-04-22,151.76
CUST0153,2023-02-09,118.76
CUST0153,2020-06-10,411.53
CUST0153,2023-02-17,27.34
CUST0154,2024-05-24,10.65
CUST0154,2024-05-03,117.82
CUST0155,2024-11-21,97.79
CUST0155,2025-02-07,74.87
CUST0155,2025-02-19,55.53
CUST0155,2023-11-20,14.01
CUST0155,2025-03-09,217.69
CUST0156,2023-02-23,1.11
CUST0156,2022-04-22,53.81
CUST0156,2021-05-23,65.65
CUST0156,2022-09-14,1.94
CUST0156,2024-06-02,30.09
CUST0156,2021-06-24,142.83
CUST0157,2021-12-13,27.6
CUST0157,2021-01-31,372.45
CUST0157,2024-03-18,161.72
CUST0158,2021-09-01,66.99
CUST0158,2020-12-10,16.26
CUST0158,2021-09-14,39.26
CUST0158,2022-02-20,133.7
CUST0158,2022-09-07,64.63
CUST0158,2021-03-21,47.14
CUST0159,2024-01-19,183.8
CUST0159,2024-02-20,3.92
CUST0159,2022-11-15,232.04
CUST0159,2024-11-14,61.89
CUST0159,2024-04-02,101.39
CUST0159,2022-12-08,107.69
CUST0159,2023-02-25,225.49
CUST0159,2023-09-22,101.24
CUST0159,2023-02-11,95.17
CUST0160,2023-04-08,133.73
CUST0160,2021-05-05,71.79
CUST0161,2023-06-03,125.99
CUST0161,2021-05-10,7.48
CUST0162,2023-12-10,313.5
CUST0163,2022-08-09,19.13
CUST0163,2022-10-06,10.36
